MODEL, CONNECTOR, FORM, MATCH, SCANNED, SIZE, MAKER
SL10491_2, CUSTOM, CUSTOM, false, true, , Asus
SL10491_3, CUSTOM, CUSTOM, false, true, , Asus
SL10491_4, UNKNOWN, UNKNOWN, false, true, , Asus
SL10491_5, CUSTOM, CUSTOM, false, true, , Asus
SL10491_6, CUSTOM, CUSTOM, false, true, , Asus
SL10491_7, CUSTOM, CUSTOM, false, true, , Asus
SL10491_8, UNKNOWN, UNKNOWN, false, false, , 
SL10491_9, UNKNOWN, UNKNOWN, false, false, , 
SL10492, PIN_11, CUSTOM, false, false, , 
SL10492_1, PIN_11, CUSTOM, false, true, , Apple
SL10492_2, UNKNOWN, UNKNOWN, false, true, , Apple
SL10492_3, UNKNOWN, UNKNOWN, false, true, , Apple
SL10492_4, UNKNOWN, UNKNOWN, false, true, , Apple
SL10493, UNKNOWN, UNKNOWN, false, false, , 
SL10493_1, UNKNOWN, UNKNOWN, false, true, , Dell
SL10493_2, UNKNOWN, UNKNOWN, false, true, , Dell
SL10494, UNKNOWN, RECTANGLE, false, false, , 
SL10494_1, UNKNOWN, UNKNOWN, false, true, , Hp
SL10494_2, UNKNOWN, UNKNOWN, false, false, , 
SL10494_3, UNKNOWN, UNKNOWN, false, false, , 
SL10494_4, CUSTOM, CUSTOM, false, true, , Hp
SL10494_5, CUSTOM, CUSTOM, false, true, , Hp
SL10495, UNKNOWN, UNKNOWN, false, false, , 
SL10495_2, UNKNOWN, UNKNOWN, false, true, , Msi
SL10496, UNKNOWN, UNKNOWN, false, false, , 
SL10496_1, UNKNOWN, UNKNOWN, false, false, , 
SL10496_2, UNKNOWN, UNKNOWN, false, true, , Toshiba
SL10496_3, UNKNOWN, UNKNOWN, false, false, , 
SL10496_4, PIN_8, UNKNOWN, false, true, , Toshiba
SL10497, CUSTOM, CUSTOM, false, false, , 
SL10497_1, CUSTOM, CUSTOM, false, true, , Dell
SL10497_2, UNKNOWN, UNKNOWN, false, true, , Dell
SL10497_3, UNKNOWN, UNKNOWN, false, false, , 
SL10497_4, UNKNOWN, UNKNOWN, false, false, , 
SL10498, UNKNOWN, UNKNOWN, false, false, , 
SL10498_1, UNKNOWN, UNKNOWN, false, false, , 
SL10499, PIN_14, FAT, false, false, , 
SL10499_2, PIN_14, FAT, false, false, , 
SL10499_3, PIN_14, FAT, false, true, , Haier
SL10500, CUSTOM, CUSTOM, false, false, , 
SL10500_1, PIN_8, CUSTOM, false, false, , 
SL10500_3, PIN_8, CUSTOM, false, true, , Lenovo
SL10500_4, PIN_8, CUSTOM, false, true, , Lenovo
SL10500_5, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10500_6, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10501, CUSTOM, CUSTOM, false, false, , 
SL10501_1, UNKNOWN, UNKNOWN, false, true, , Asus
SL10501_2, UNKNOWN, UNKNOWN, false, false, , 
SL10501_3, UNKNOWN, UNKNOWN, false, true, , Asus
SL10502, CUSTOM, CUSTOM, false, false, , 
SL10502_1, UNKNOWN, UNKNOWN, false, false, , 
SL10502_2, UNKNOWN, UNKNOWN, false, true, , Asus
SL10502_3, UNKNOWN, UNKNOWN, false, true, , Asus
SL10502_4, UNKNOWN, UNKNOWN, false, true, , Asus
SL10502_5, UNKNOWN, UNKNOWN, false, true, , Asus
SL10503, CUSTOM, CUSTOM, false, false, , 
SL10503_1, UNKNOWN, UNKNOWN, false, true, , Cyberpower
SL10503_2, UNKNOWN, UNKNOWN, false, true, , Mechrevo
SL10503_3, UNKNOWN, UNKNOWN, false, true, , Mechrevo
SL10503_4, CUSTOM, CUSTOM, false, true, , Mechrevo
SL10503_5, UNKNOWN, UNKNOWN, false, false, , 
SL10503_6, CUSTOM, CUSTOM, false, false, , 
SL10504, UNKNOWN, RECTANGLE, false, false, , 
SL10504_1, UNKNOWN, RECTANGLE, false, true, , Fujitsu
SL10504_10, UNKNOWN, UNKNOWN, false, true, , Fujitsu
SL10504_2, UNKNOWN, RECTANGLE, false, true, , Fujitsu
SL10504_3, UNKNOWN, RECTANGLE, false, false, , 
SL10504_4, UNKNOWN, RECTANGLE, false, false, , 
SL10504_6, UNKNOWN, UNKNOWN, false, false, , 
SL10504_7, UNKNOWN, UNKNOWN, false, false, , 
SL10504_8, UNKNOWN, UNKNOWN, false, true, , Fujitsu
SL10504_9, UNKNOWN, UNKNOWN, false, false, , 
SL10505, UNKNOWN, UNKNOWN, false, false, , 
SL10505_1, UNKNOWN, UNKNOWN, false, true, , Clevo
SL10505_2, UNKNOWN, UNKNOWN, false, true, , Clevo
SL10505_3, UNKNOWN, UNKNOWN, false, false, , 
SL10505_4, UNKNOWN, UNKNOWN, false, false, , 
SL10505_5, UNKNOWN, UNKNOWN, false, false, , 
SL10505_6, UNKNOWN, UNKNOWN, false, false, , 
SL10505_7, UNKNOWN, UNKNOWN, false, false, , 
SL10505_8, UNKNOWN, UNKNOWN, false, true, , Clevo
SL10506, UNKNOWN, UNKNOWN, false, false, , 
SL10506_1, UNKNOWN, UNKNOWN, false, true, , Getak
SL10506_2, UNKNOWN, UNKNOWN, false, false, , 
SL10506_3, UNKNOWN, UNKNOWN, false, false, , 
SL10507, CUSTOM, CUSTOM, false, false, , 
SL10507_1, UNKNOWN, UNKNOWN, false, false, , 
SL10507_2, UNKNOWN, UNKNOWN, false, false, , 
SL10507_3, UNKNOWN, UNKNOWN, false, false, , 
SL10507_4, UNKNOWN, UNKNOWN, false, false, , 
SL10507_5, UNKNOWN, UNKNOWN, false, false, , 
SL10507_6, UNKNOWN, UNKNOWN, false, false, , 
SL10508, CUSTOM, CUSTOM, false, false, , 
SL10508_1, UNKNOWN, UNKNOWN, false, false, , 
SL10508_2, UNKNOWN, UNKNOWN, false, false, , 
SL10508_3, UNKNOWN, UNKNOWN, false, false, , 
SL10508_4, UNKNOWN, UNKNOWN, false, false, , 
SL10508_5, UNKNOWN, UNKNOWN, false, true, , Asus
SL10508_6, UNKNOWN, UNKNOWN, false, true, , Asus
SL10509, UNKNOWN, UNKNOWN, false, false, , 
SL10509_1, UNKNOWN, UNKNOWN, false, false, , 
SL10509_2, UNKNOWN, UNKNOWN, false, false, , 
SL10509_3, UNKNOWN, UNKNOWN, false, false, , 
SL10509_4, UNKNOWN, UNKNOWN, false, false, , 
SL10510, UNKNOWN, UNKNOWN, false, false, , 
SL10510_1, UNKNOWN, UNKNOWN, false, false, , 
SL10510_2, UNKNOWN, UNKNOWN, false, true, , Hp
SL10510_3, UNKNOWN, UNKNOWN, false, false, , 
SL10510_4, UNKNOWN, UNKNOWN, false, false, , 
SL10510_5, UNKNOWN, UNKNOWN, false, true, , Hp
SL10510_6, UNKNOWN, UNKNOWN, false, true, , Hp
SL10511, CUSTOM, CUSTOM, false, false, , 
SL10511_1, CUSTOM, CUSTOM, false, false, , 
SL10511_2, UNKNOWN, UNKNOWN, false, false, , 
SL10511_3, CUSTOM, CUSTOM, false, false, , 
SL10511_5, CUSTOM, CUSTOM, false, true, , Hp
SL10511_6, CUSTOM, CUSTOM, false, true, , Hp
SL10511_7, CUSTOM, CUSTOM, false, true, , Hp
SL10511_8, UNKNOWN, UNKNOWN, false, false, , 
SL10511_9, UNKNOWN, UNKNOWN, false, false, , 
SL10512, CUSTOM, CUSTOM, false, false, , 
SL10512_1, UNKNOWN, UNKNOWN, false, false, , 
SL10512_2, UNKNOWN, UNKNOWN, false, false, , 
SL10512_3, CUSTOM, CUSTOM, false, true, , Asus
SL10513, UNKNOWN, UNKNOWN, false, false, , 
SL10513_1, UNKNOWN, UNKNOWN, false, false, , 
SL10513_3, UNKNOWN, UNKNOWN, false, true, , Dell
SL10513_4, UNKNOWN, UNKNOWN, false, true, , Dell
SL10513_5, UNKNOWN, UNKNOWN, false, false, , 
SL10514, PIN_12, RECTANGLE, false, false, , 
SL10514_1, PIN_12, RECTANGLE, false, true, , Lenovo
SL10514_2, CUSTOM, CUSTOM, false, true, , Lenovo
SL10514_3, PIN_12, RECTANGLE, false, true, , Lenovo
SL10515, PIN_8, FAT, false, false, , 
SL10515_1, PIN_8, FAT, false, true, , Lenovo
SL10515_3, PIN_8, FAT, false, true, , Lenovo
SL10515_4, UNKNOWN, UNKNOWN, false, false, , 
SL10515_5, UNKNOWN, UNKNOWN, false, false, , 
SL10516, CUSTOM, CUSTOM, false, false, , 
SL10516_2, CUSTOM, CUSTOM, false, true, , Lenovo
SL10516_3, CUSTOM, CUSTOM, false, false, , 
SL10516_4, CUSTOM, CUSTOM, false, false, , 
SL10516_5, UNKNOWN, UNKNOWN, false, false, , 
SL10517, UNKNOWN, UNKNOWN, false, false, , 
SL10517_1, UNKNOWN, UNKNOWN, false, true, , Getak
SL10518, UNKNOWN, UNKNOWN, false, false, , 
SL10518_2, UNKNOWN, UNKNOWN, false, false, , 
SL10518_3, UNKNOWN, UNKNOWN, false, false, , 
SL10518_4, UNKNOWN, UNKNOWN, false, false, , 
SL10518_5, UNKNOWN, UNKNOWN, false, true, , Acer
SL10519, CUSTOM, CUSTOM, false, false, , 
SL10519_1, UNKNOWN, UNKNOWN, false, false, , 
SL10519_2, UNKNOWN, UNKNOWN, false, false, , 
SL10519_3, UNKNOWN, UNKNOWN, false, false, , 
SL10520, CUSTOM, CUSTOM, false, false, , 
SL10520_1, CUSTOM, CUSTOM, false, false, , 
SL10520_3, UNKNOWN, UNKNOWN, false, false, , 
SL10520_4, UNKNOWN, UNKNOWN, false, false, , 
SL10521, CUSTOM, CUSTOM, false, false, , 
SL10521_1, CUSTOM, CUSTOM, false, false, , 
SL10521_2, CUSTOM, CUSTOM, false, false, , 
SL10521_3, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10521_4, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10522, UNKNOWN, UNKNOWN, false, false, , 
SL10522_1, UNKNOWN, UNKNOWN, false, true, , Getak
SL10522_2, UNKNOWN, UNKNOWN, false, false, , 
SL10522_3, UNKNOWN, UNKNOWN, false, false, , 
SL10522_4, UNKNOWN, UNKNOWN, false, true, , Getak
SL10522_5, UNKNOWN, UNKNOWN, false, true, , Getak
SL10522_6, UNKNOWN, UNKNOWN, false, true, , Getak
SL10522_7, UNKNOWN, UNKNOWN, false, true, , Getak
SL10523, CUSTOM, CUSTOM, false, false, , 
SL10523_2, CUSTOM, CUSTOM, false, true, , Asus
SL10523_3, CUSTOM, CUSTOM, false, false, , 
SL10523_4, CUSTOM, CUSTOM, false, true, , Asus
SL10524, UNKNOWN, UNKNOWN, false, false, , 
SL10524_1, PIN_7, FAT, false, false, , 
SL10524_2, PIN_7, FAT, false, true, , Clevo
SL10524_4, PIN_7, FAT, false, false, , 
SL10524_5, PIN_7, FAT, false, true, , Clevo
SL10525, OTHER, RECTANGLE, false, false, , 
SL10525_3, UNKNOWN, UNKNOWN, false, false, , 
SL10525_4, OTHER, RECTANGLE, false, true, , Samsung
SL10526, PIN_9, RECTANGLE, false, false, , 
SL10526_1, PIN_9, RECTANGLE, false, true, , Hp
SL10526_2, PIN_9, RECTANGLE, false, true, , Hp
SL10526_3, PIN_9, RECTANGLE, false, true, , Hp
SL10526_4, PIN_9, RECTANGLE, false, false, , 
SL10526_5, PIN_9, RECTANGLE, false, false, , 
SL10526_6, UNKNOWN, UNKNOWN, false, false, , 
SL10526_7, CUSTOM, CUSTOM, false, true, , Hp
SL10527, UNKNOWN, UNKNOWN, false, false, , 
SL10527_1, UNKNOWN, UNKNOWN, false, true, , Benq
SL10527_3, UNKNOWN, UNKNOWN, false, false, , 
SL10527_4, UNKNOWN, UNKNOWN, false, false, , 
SL10527_5, UNKNOWN, UNKNOWN, false, false, , 
SL10528, PIN_8, RECTANGLE, false, false, , 
SL10528_1, UNKNOWN, UNKNOWN, false, true, , Acer
SL10529, UNKNOWN, UNKNOWN, false, false, , 
SL10529_1, CUSTOM, CUSTOM, false, true, , Msi
SL10529_3, UNKNOWN, UNKNOWN, false, false, , 
SL10530, UNKNOWN, UNKNOWN, false, false, , 
SL10530_1, UNKNOWN, UNKNOWN, false, true, , Samsung
SL10530_2, UNKNOWN, UNKNOWN, false, false, , 
SL10530_3, UNKNOWN, UNKNOWN, false, true, , Samsung
SL10531, CUSTOM, CUSTOM, false, false, , 
SL10531_1, UNKNOWN, UNKNOWN, false, false, , 
SL10531_2, UNKNOWN, UNKNOWN, false, false, , 
SL10531_4, UNKNOWN, UNKNOWN, false, false, , 
SL10531_5, CUSTOM, CUSTOM, false, false, , 
SL10531_6, CUSTOM, CUSTOM, false, true, , Hp
SL10531_7, CUSTOM, CUSTOM, false, true, , Hp
SL10532, PIN_9, UNKNOWN, false, false, , 
SL10532_1, PIN_9, UNKNOWN, false, false, , 
SL10532_4, CUSTOM, CUSTOM, false, true, , Samsung
SL10533, CUSTOM, FAT, false, false, , 
SL10533_1, CUSTOM, FAT, false, true, , Dell
SL10533_2, CUSTOM, FAT, false, false, , 
SL10533_3, CUSTOM, FAT, false, true, , Dell
SL10533_4, UNKNOWN, UNKNOWN, false, false, , 
SL10533_5, CUSTOM, CUSTOM, false, true, , Dell
SL10534, UNKNOWN, UNKNOWN, false, false, , 
SL10534_1, UNKNOWN, UNKNOWN, false, false, , 
SL10534_2, UNKNOWN, UNKNOWN, false, true, , Asus
SL10535, UNKNOWN, UNKNOWN, false, false, , 
SL10535_1, UNKNOWN, UNKNOWN, false, true, , Medion
SL10535_10, UNKNOWN, UNKNOWN, false, true, , Medion
SL10535_2, UNKNOWN, UNKNOWN, false, true, , Medion
SL10535_3, UNKNOWN, UNKNOWN, false, false, , 
SL10535_4, UNKNOWN, UNKNOWN, false, true, , Medion
SL10535_5, UNKNOWN, UNKNOWN, false, true, , Medion
SL10535_6, UNKNOWN, UNKNOWN, false, false, , 
SL10535_7, UNKNOWN, UNKNOWN, false, false, , 
SL10535_8, UNKNOWN, UNKNOWN, false, false, , 
SL10535_9, UNKNOWN, UNKNOWN, false, false, , 
SL10536, CUSTOM, CUSTOM, false, false, , 
SL10536_2, CUSTOM, CUSTOM, false, true, , Acer
SL10536_3, CUSTOM, CUSTOM, false, true, , Acer
SL10536_4, CUSTOM, CUSTOM, false, true, , Acer
SL10537, CUSTOM, RECTANGLE, false, false, , 
SL10538, UNKNOWN, CUSTOM, false, false, , 
SL10538_1, UNKNOWN, UNKNOWN, false, true, , Hp
SL10538_2, UNKNOWN, UNKNOWN, false, true, , Hp
SL10538_3, UNKNOWN, UNKNOWN, false, false, , 
SL10538_4, UNKNOWN, UNKNOWN, false, false, , 
SL10538_5, UNKNOWN, UNKNOWN, false, false, , 
SL10538_6, UNKNOWN, UNKNOWN, false, false, , 
SL10538_7, UNKNOWN, UNKNOWN, false, false, , 
SL10539, CUSTOM, CUSTOM, false, false, , 
SL10539_1, UNKNOWN, RECTANGLE, false, true, , Asus
SL10539_2, UNKNOWN, UNKNOWN, false, true, , Asus
SL10539_3, UNKNOWN, UNKNOWN, false, false, , 
SL10539_4, UNKNOWN, UNKNOWN, false, false, , 
SL10540, CUSTOM, CUSTOM, false, false, , 
SL10540_1, UNKNOWN, UNKNOWN, false, false, , 
SL10540_3, UNKNOWN, UNKNOWN, false, false, , 
SL10540_4, UNKNOWN, UNKNOWN, false, false, , 
SL10540_5, UNKNOWN, UNKNOWN, false, false, , 
SL10541, CUSTOM, CUSTOM, false, false, , 
SL10541_1, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10541_2, UNKNOWN, UNKNOWN, false, false, , 
SL10541_3, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10542, CUSTOM, CUSTOM, false, false, , 
SL10542_1, CUSTOM, CUSTOM, false, true, , Hp
SL10542_2, CUSTOM, CUSTOM, false, true, , Hp
SL10542_3, UNKNOWN, UNKNOWN, false, true, , Hp
SL10542_4, UNKNOWN, UNKNOWN, false, true, , Hp
SL10542_5, CUSTOM, CUSTOM, false, true, , Hp
SL10542_6, CUSTOM, CUSTOM, false, true, , Hp
SL10542_7, CUSTOM, CUSTOM, false, true, , Hp
SL10543, UNKNOWN, UNKNOWN, false, false, , 
SL10543_1, UNKNOWN, UNKNOWN, false, false, , 
SL10543_2, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10544, CUSTOM, CUSTOM, false, false, , 
SL10544_1, CUSTOM, CUSTOM, false, true, , Lenovo
SL10544_2, CUSTOM, CUSTOM, false, true, , Lenovo
SL10544_3, CUSTOM, CUSTOM, false, true, , Lenovo
SL10544_4, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10545, CUSTOM, CUSTOM, false, false, , 
SL10545_1, UNKNOWN, UNKNOWN, false, false, , 
SL10545_2, UNKNOWN, UNKNOWN, false, true, , Asus
SL10546, CUSTOM, CUSTOM, false, false, , 
SL10547, UNKNOWN, UNKNOWN, false, false, , 
SL10547_1, UNKNOWN, UNKNOWN, false, true, , Asus
SL10547_2, UNKNOWN, UNKNOWN, false, true, , Asus
SL10547_3, UNKNOWN, UNKNOWN, false, true, , Asus
SL10548, CUSTOM, CUSTOM, false, false, , 
SL10548_1, UNKNOWN, UNKNOWN, false, false, , 
SL10549, CUSTOM, CUSTOM, false, false, , 
SL10549_1, UNKNOWN, UNKNOWN, false, false, , 
SL10549_2, UNKNOWN, UNKNOWN, false, false, , 
SL10550, CUSTOM, CUSTOM, false, false, , 
SL10550_1, UNKNOWN, UNKNOWN, false, false, , 
SL10550_2, UNKNOWN, UNKNOWN, false, false, , 
SL10551, CUSTOM, CUSTOM, false, false, , 
SL10551_1, UNKNOWN, UNKNOWN, false, false, , 
SL10551_2, UNKNOWN, UNKNOWN, false, false, , 
SL10551_3, UNKNOWN, UNKNOWN, false, false, , 
SL10552, CUSTOM, CUSTOM, false, false, , 
SL10552_2, UNKNOWN, UNKNOWN, false, false, , 
SL10552_3, UNKNOWN, RECTANGLE, false, true, , Hp
SL10553, CUSTOM, CUSTOM, false, false, , 
SL10553_1, CUSTOM, CUSTOM, false, true, , Hp
SL10553_2, CUSTOM, CUSTOM, false, false, , 
SL10553_3, UNKNOWN, UNKNOWN, false, false, , 
SL10553_4, CUSTOM, CUSTOM, false, true, , Hp
SL10553_5, UNKNOWN, UNKNOWN, false, false, , 
SL10553_6, CUSTOM, CUSTOM, false, true, , Hp
SL10554, OTHER, SQUARE, false, false, , 
SL10554_1, PIN_6, SQUARE, false, true, , Hp
SL10554_2, PIN_6, SQUARE, false, false, , 
SL10554_3, PIN_6, SQUARE, false, true, , Hp
SL10554_4, PIN_6, SQUARE, false, true, , Hp
SL10554_5, PIN_6, SQUARE, false, true, , Hp
SL10554_6, PIN_6, SQUARE, false, true, , Hp
SL10555, CUSTOM, CUSTOM, false, false, , 
SL10555_1, CUSTOM, CUSTOM, false, false, , 
SL10555_2, UNKNOWN, CUSTOM, false, true, , Asus
SL10555_3, UNKNOWN, CUSTOM, false, true, , Asus
SL10556, CUSTOM, CUSTOM, false, false, , 
SL10556_1, CUSTOM, CUSTOM, false, true, , Asus
SL10556_2, CUSTOM, CUSTOM, false, false, , 
SL10557, UNKNOWN, CUSTOM, false, false, , 
SL10557_1, UNKNOWN, CUSTOM, false, true, , Hp
SL10557_10, UNKNOWN, UNKNOWN, false, false, , 
SL10557_2, UNKNOWN, CUSTOM, false, true, , Hp
SL10557_3, UNKNOWN, CUSTOM, false, true, , Hp
SL10557_4, UNKNOWN, CUSTOM, false, true, , Hp
SL10557_5, UNKNOWN, CUSTOM, false, true, , Hp
SL10557_6, UNKNOWN, UNKNOWN, false, false, , 
SL10557_7, UNKNOWN, UNKNOWN, false, false, , 
SL10557_8, UNKNOWN, UNKNOWN, false, false, , 
SL10557_9, UNKNOWN, UNKNOWN, false, false, , 
SL10558, CUSTOM, CUSTOM, false, false, , 
SL10558_1, UNKNOWN, UNKNOWN, false, false, , 
SL10559, UNKNOWN, UNKNOWN, false, false, , 
SL10559_1, UNKNOWN, UNKNOWN, false, true, , Msi
SL10559_2, UNKNOWN, UNKNOWN, false, true, , Olivetti
SL10559_3, UNKNOWN, UNKNOWN, false, true, , Olivetti
SL10560, PIN_7, SQUARE, false, false, , 
SL10560_1, CUSTOM, CUSTOM, false, true, , Lenovo
SL10560_2, UNKNOWN, UNKNOWN, false, false, , 
SL10560_3, UNKNOWN, UNKNOWN, false, false, , 
SL10560_4, UNKNOWN, UNKNOWN, false, false, , 
SL10561, CUSTOM, CUSTOM, false, false, , 
SL10561_1, UNKNOWN, UNKNOWN, false, true, , Asus
SL10561_2, UNKNOWN, UNKNOWN, false, true, , Asus
SL10562, UNKNOWN, UNKNOWN, false, false, , 
SL10562_1, UNKNOWN, UNKNOWN, false, false, , 
SL10562_2, UNKNOWN, UNKNOWN, false, true, , Nec
SL10562_3, UNKNOWN, UNKNOWN, false, true, , Nec
SL10562_4, UNKNOWN, UNKNOWN, false, true, , Nec
SL10562_5, UNKNOWN, UNKNOWN, false, true, , Nec
SL10563, CUSTOM, CUSTOM, false, false, , 
SL10563_1, CUSTOM, CUSTOM, false, false, , 
SL10563_2, CUSTOM, CUSTOM, false, true, , Asus
SL10563_3, CUSTOM, CUSTOM, false, true, , Asus
SL10564, UNKNOWN, UNKNOWN, false, false, , 
SL10564_1, UNKNOWN, UNKNOWN, false, false, , 
SL10564_2, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10564_3, CUSTOM, CUSTOM, false, true, , Lenovo
SL10565, CUSTOM, CUSTOM, false, false, , 
SL10565_1, UNKNOWN, UNKNOWN, false, false, , 
SL10565_2, UNKNOWN, UNKNOWN, false, false, , 
SL10565_3, UNKNOWN, UNKNOWN, false, true, , Hp
SL10565_4, UNKNOWN, UNKNOWN, false, true, , Hp
SL10565_5, UNKNOWN, UNKNOWN, false, false, , 
SL10566, UNKNOWN, UNKNOWN, false, false, , 
SL10566_2, UNKNOWN, UNKNOWN, false, false, , 
SL10566_3, UNKNOWN, UNKNOWN, false, true, , Asus
SL10567, CUSTOM, CUSTOM, false, false, , 
SL10567_2, UNKNOWN, UNKNOWN, false, false, , 
SL10568, UNKNOWN, UNKNOWN, false, false, , 
SL10568_1, UNKNOWN, UNKNOWN, false, true, , Lenovo
SL10568_2, UNKNOWN, UNKNOWN, false, false, , 
SL10569, UNKNOWN, RECTANGLE, false, false, , 
SL10569_1, UNKNOWN, UNKNOWN, false, true, , Hp
SL10569_2, UNKNOWN, UNKNOWN, false, true, , Hp
SL10569_3, UNKNOWN, UNKNOWN, false, true, , Hp
SL10569_4, UNKNOWN, UNKNOWN, false, true, , Hp
SL10569_5, UNKNOWN, UNKNOWN, false, false, , 
SL10570, UNKNOWN, RECTANGLE, false, false, , 
SL10570_1, UNKNOWN, RECTANGLE, false, false, , 
SL10570_3, UNKNOWN, UNKNOWN, false, true, , Dell
SL10570_4, UNKNOWN, RECTANGLE, false, true, , Dell
SL10571, UNKNOWN, UNKNOWN, false, false, , 
SL10571_2, UNKNOWN, UNKNOWN, false, true, , Toshiba
SL10572, CUSTOM, CUSTOM, false, false, , 
SL10572_1, CUSTOM, CUSTOM, false, false, , 
SL10572_2, UNKNOWN, UNKNOWN, false, false, , 
SL10572_3, UNKNOWN, UNKNOWN, false, false, , 
SL10573, CUSTOM, CUSTOM, false, false, , 
SL10573_1, UNKNOWN, UNKNOWN, false, false, , 
SL10573_2, UNKNOWN, UNKNOWN, false, false, , 
SL10574, CUSTOM, CUSTOM, false, false, , 
SL10574_1, CUSTOM, CUSTOM, false, true, , Dell
SL10574_2, UNKNOWN, UNKNOWN, false, false, , 
SL10575, UNKNOWN, UNKNOWN, false, false, , 
SL10575_1, UNKNOWN, UNKNOWN, false, true, , Advent
SL10576, CUSTOM, CUSTOM, false, false, , 
SL10576_1, CUSTOM, CUSTOM, false, true, , Asus
SL10576_2, CUSTOM, CUSTOM, false, true, , Asus
SL10576_3, CUSTOM, CUSTOM, false, true, , Asus
SL10576_4, CUSTOM, CUSTOM, false, true, , Asus
SL10576_5, CUSTOM, CUSTOM, false, true, , Asus
SL10576_6, CUSTOM, CUSTOM, false, true, , Asus
SL10577, CUSTOM, CUSTOM, false, false, , 
SL10577_1, UNKNOWN, UNKNOWN, false, true, , Hp
SL10577_2, UNKNOWN, UNKNOWN, false, false, , 
SL10577_3, UNKNOWN, UNKNOWN, false, true, , Hp
SL10577_4, UNKNOWN, UNKNOWN, false, true, , Hp
SL10578, UNKNOWN, UNKNOWN, false, false, , 
SL10578_1, UNKNOWN, UNKNOWN, false, true, , Clevo
SL10578_2, UNKNOWN, UNKNOWN, false, true, , Clevo
SL10578_3, UNKNOWN, UNKNOWN, false, true, , Clevo
SL10578_4, UNKNOWN, UNKNOWN, false, true, , Schenker
SL10579, PIN_10, RECTANGLE, false, false, , 
SL10579_1, PIN_10, RECTANGLE, false, true, , Hp
SL10579_2, PIN_10, RECTANGLE, false, true, , Hp
SL10579_4, PIN_10, RECTANGLE, false, true, , Hp
SL10579_5, PIN_10, RECTANGLE, false, true, , Hp
SL10580, UNKNOWN, UNKNOWN, false, false, , 
SL10580_1, UNKNOWN, UNKNOWN, false, false, , 
SL10580_2, UNKNOWN, UNKNOWN, false, true, , Panasonic
SL10581, UNKNOWN, UNKNOWN, false, false, , 
SL10581_1, UNKNOWN, UNKNOWN, false, true, , Fujitsu
SL10581_2, UNKNOWN, UNKNOWN, false, false, , 
SL10582, UNKNOWN, CUSTOM, false, false, , 
SL10582_2, UNKNOWN, UNKNOWN, false, false, , 
SL10582_4, UNKNOWN, CUSTOM, false, false, , 
SL10583, CUSTOM, CUSTOM, false, false, , 
SL10583_1, CUSTOM, CUSTOM, false, false, , 
SL10583_2, CUSTOM, CUSTOM, false, true, , Hp
SL10583_3, CUSTOM, CUSTOM, false, true, , Hp
SL10583_4, CUSTOM, CUSTOM, false, true, , Hp
SL10583_5, UNKNOWN, UNKNOWN, false, false, , 
SL10584, CUSTOM, CUSTOM, false, false, , 
SL10584_1, UNKNOWN, UNKNOWN, false, false, , 
SL10584_2, UNKNOWN, UNKNOWN, false, true, , Hp
SL10584_3, UNKNOWN, UNKNOWN, false, true, , Hp
SL10584_4, UNKNOWN, UNKNOWN, false, false, , 
SL10585, UNKNOWN, UNKNOWN, false, false, , 
SL10586, UNKNOWN, UNKNOWN, false, false, , 
SL10586_1, UNKNOWN, UNKNOWN, false, false, , 
SL10586_2, UNKNOWN, UNKNOWN, false, false, , 
SL10586_3, UNKNOWN, UNKNOWN, false, false, , 
SL10587, UNKNOWN, UNKNOWN, false, false, , 
SL10587_1, UNKNOWN, UNKNOWN, false, false, , 
SL10587_2, UNKNOWN, UNKNOWN, false, true, , Hp
SL10587_3, UNKNOWN, UNKNOWN, false, true, , Hp
SL10588, UNKNOWN, UNKNOWN, false, false, , 
SL10588_1, CUSTOM, CUSTOM, false, true, , Archos
SL10588_2, UNKNOWN, UNKNOWN, false, false, , 
SL10588_4, UNKNOWN, UNKNOWN, false, false, , 
SL10589, UNKNOWN, UNKNOWN, false, false, , 
SL10589_1, UNKNOWN, UNKNOWN, false, false, , 
SL10589_2, UNKNOWN, UNKNOWN, false, false, , 
SL10589_3, UNKNOWN, UNKNOWN, false, true, , Hp
SL10589_4, UNKNOWN, UNKNOWN, false, false, , 
SL10590, CUSTOM, CUSTOM, false, false, , 
SL10590_1, CUSTOM, CUSTOM, false, true, , Dell
SL10590_2, CUSTOM, CUSTOM, false, true, , Dell
SL10591, PIN_8, CUSTOM, false, false, , 
SL10591_1, PIN_8, CUSTOM, false, true, , Clevo
SL10591_2, PIN_8, CUSTOM, false, true, , Clevo
SL10591_3, UNKNOWN, UNKNOWN, false, true, , Clevo
SL10592, UNKNOWN, UNKNOWN, false, false, , 
SL10592_2, UNKNOWN, UNKNOWN, false, true, , Dell
SL10592_3, UNKNOWN, UNKNOWN, false, true, , Dell
