MODEL, CONNECTOR, FORM, MATCH, SCANNED, SIZE, MAKER
A41_X550, CUSTOM, CUSTOM, false, false, , 
A41_X550A, CUSTOM, CUSTOM, false, true, , Viknight
A41_X550E, CUSTOM, CUSTOM, false, true, , Asus
A42, UNKNOWN, UNKNOWN, false, true, , Asus
A42L85H, UNKNOWN, UNKNOWN, false, true, , Asus
A42LM93, UNKNOWN, UNKNOWN, false, true, , Asus
A42LM9H, UNKNOWN, UNKNOWN, false, false, , 
A42N1403, UNKNOWN, UNKNOWN, false, true, , Asus
A42N1520, CUSTOM, CUSTOM, false, true, , Asus
A42N1710, UNKNOWN, UNKNOWN, false, true, , Asus
A42N1713, UNKNOWN, UNKNOWN, false, true, , Asus
A42U53, UNKNOWN, RECTANGLE, false, true, 50.0 x 22.0 x 0.0, Asus
A42U53_A42U53_A42U53, UNKNOWN, RECTANGLE, false, false, 50.0 x 22.0 x 0.0, 
A42_C17, UNKNOWN, UNKNOWN, false, false, , 
A42_G55, UNKNOWN, UNKNOWN, false, true, , Asus
A42_G73, UNKNOWN, UNKNOWN, false, true, , Asus
A42_G74, UNKNOWN, UNKNOWN, false, true, , Asus
A42_G750, UNKNOWN, UNKNOWN, false, true, , Asus
A42_K53, UNKNOWN, UNKNOWN, false, false, , 
A42_K55, CUSTOM, CUSTOM, false, true, , Asus
A42_K56, UNKNOWN, UNKNOWN, false, true, , Asus
A42_M70, UNKNOWN, UNKNOWN, false, false, , 
A42_U36, UNKNOWN, UNKNOWN, false, false, , 
A42_V6, UNKNOWN, RECTANGLE, false, true, 47.6 x 27.1 x 9.0, Asus
A42_V6_A42_V6, UNKNOWN, RECTANGLE, false, false, 47.6 x 27.1 x 9.0, 
A42_X401, UNKNOWN, UNKNOWN, false, false, , 
A43LK41, UNKNOWN, UNKNOWN, false, false, , 
A43N1605, UNKNOWN, UNKNOWN, false, true, , Asus
A43S, UNKNOWN, UNKNOWN, false, false, , 
A43_SERIES, UNKNOWN, UNKNOWN, false, true, , Asus
A45, CUSTOM, CUSTOM, false, true, , Asus
A450, UNKNOWN, UNKNOWN, false, true, , Asus
A450J, CUSTOM, CUSTOM, false, true, , Asus
A450_SERIES, UNKNOWN, UNKNOWN, false, true, , Asus
A46, CUSTOM, CUSTOM, false, true, , Asus
A470P, PIN_10, CUSTOM, false, true, , Hasee
A50, UNKNOWN, UNKNOWN, false, true, , Microsoft
A5000, UNKNOWN, UNKNOWN, false, true, , Msi
A501LB5200, UNKNOWN, UNKNOWN, false, false, , 
A52, UNKNOWN, UNKNOWN, false, false, , 
A53_SERIES, UNKNOWN, UNKNOWN, false, true, , Asus
A540, UNKNOWN, UNKNOWN, false, false, , 
A540L, UNKNOWN, UNKNOWN, false, true, , Asus
A54_SERIES, UNKNOWN, UNKNOWN, false, true, , Asus
A55, CUSTOM, CUSTOM, false, true, , Asus
A550, UNKNOWN, UNKNOWN, false, true, , Lg
A5522124, UNKNOWN, UNKNOWN, false, true, , Acer
A555L, OTHER, UNKNOWN, false, true, , Asus
A555LJ, CUSTOM, CUSTOM, false, false, , 
A56, UNKNOWN, UNKNOWN, false, true, , Asus
A560P_K660E_K660D_K580P, UNKNOWN, UNKNOWN, false, true, , Hasee
A6000, UNKNOWN, UNKNOWN, false, true, , Msi
A62, UNKNOWN, UNKNOWN, false, true, , Asus
A630, UNKNOWN, UNKNOWN, false, false, , 
A6400, UNKNOWN, UNKNOWN, false, true, , Msi
A70, CUSTOM, CUSTOM, false, true, , Microsoft
A7005, UNKNOWN, UNKNOWN, false, true, , Msi
A72D, UNKNOWN, UNKNOWN, false, true, , Asus
A75, CUSTOM, CUSTOM, false, false, , 
A83_SERIES, UNKNOWN, UNKNOWN, false, false, , 
A93, UNKNOWN, UNKNOWN, false, false, , 
A95, CUSTOM, CUSTOM, false, false, , 
AA1D715X9_7_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA1DB05AS_7_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA1DB27US_7_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA1F510GS, UNKNOWN, UNKNOWN, false, false, , 
AA1F510GS_7, UNKNOWN, UNKNOWN, false, false, , 
AA1F510GS_7_8, UNKNOWN, UNKNOWN, false, true, , Samsung
AA1F625ES_7_B, UNKNOWN, UNKNOWN, false, false, , 
AA1F821GS7_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA1G926BS_7_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA1H218PS_2_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA1H823BS_T_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AAAD718OS_7_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AAAD726OS_7_B, UNKNOWN, UNKNOWN, false, false, , 
AAAM527KS_2_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AABK113XS_B, UNKNOWN, UNKNOWN, false, false, , 
AACB105AS_T_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AACR50100001K2, UNKNOWN, UNKNOWN, false, true, , Medion
AAFQ50100005K6, UNKNOWN, UNKNOWN, false, true, , Gateway
AAPB3VC4SE, CUSTOM, RECTANGLE, false, true, 52.1 x 20.2 x 2.0, Samsung
AAPBRN4ZU, UNKNOWN, UNKNOWN, false, true, , Samsung
AAPL3VC6S, CUSTOM, RECTANGLE, false, true, 52.1 x 20.2 x 2.0, Samsung
AAPL3VC6S_AAPL3VC6S, UNKNOWN, RECTANGLE, false, false, 52.1 x 20.2 x 2.0, 
AA_1D405QS_T_B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PB0NC4B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PB0TC4A, CUSTOM, CUSTOM, false, true, , Samsung
AA_PB0VC6B, CUSTOM, CUSTOM, false, true, , Samsung
AA_PB2N2TP, OTHER, RECTANGLE, false, true, , Samsung
AA_PB2VC6B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PB3VC4E, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PB3VC4S, UNKNOWN, RECTANGLE, false, true, , Samsung
AA_PB5NC6B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PB6NC6E, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PB8NC6B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PB8NC6B_AA_PB8NC6B_AA_PB8NC6B_AA_PB8NC6B_AA_PB8NC6B_AA_PB8NC6B_AA_PB8NC6B_AA_PB8NC6B, UNKNOWN, UNKNOWN, false, false, , 
AA_PB9NC5B, PIN_12, RECTANGLE, false, true, , Samsung
AA_PB9NC6B, PIN_12, RECTANGLE, false, false, , 
AA_PB9NC6W, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PB9NS6B, PIN_12, RECTANGLE, false, false, , 
AA_PBAN6AB, UNKNOWN, UNKNOWN, false, false, , 
AA_PBMN2H0, CUSTOM, RECTANGLE, false, true, , Samsung
AA_PBMN2HO, CUSTOM, RECTANGLE, false, true, , Samsung
AA_PBPN6LB, UNKNOWN, RECTANGLE, false, false, , 
AA_PBPN8NP, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBQN3AP, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBQN4TR, CUSTOM, FAT, false, true, , Samsung
AA_PBSN4AF, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBTN2QB, MAYBE_PM, RECTANGLE, false, true, , Samsung
AA_PBTN2QT, PIN_9, RECTANGLE, false, true, , Samsung
AA_PBTN2TP, PIN_8, RECTANGLE, false, true, , Samsung
AA_PBTN4GP, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBTN4LR, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBTN6EP, UNKNOWN, UNKNOWN, false, false, , 
AA_PBTN6QB, UNKNOWN, UNKNOWN, false, false, , 
AA_PBTN8GB, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBUN2LT, PIN_9, UNKNOWN, false, false, , 
AA_PBUN2TP, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBUN3AB, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBUN3QB, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBUN4AR, PIN_9, UNKNOWN, false, true, , Samsung
AA_PBUN4KP, PIN_9, UNKNOWN, false, false, , 
AA_PBUN4NP, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBVN3AB, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBVN4NP, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PBWN4AB, OTHER, RECTANGLE, false, true, , Samsung
AA_PBXN4AR, CUSTOM, UNKNOWN, false, true, , Samsung
AA_PBXN4AR_AA_PBXN4AR, UNKNOWN, UNKNOWN, false, false, , 
AA_PBXN6AR, UNKNOWN, UNKNOWN, false, true, , Clevo
AA_PBXN8AR, UNKNOWN, CUSTOM, false, true, , Samsung
AA_PBYN4AB, UNKNOWN, CUSTOM, false, true, , Samsung
AA_PBYN8AB, UNKNOWN, CUSTOM, false, true, , Samsung
AA_PBZN2TP, OTHER, RECTANGLE, false, false, , 
AA_PBZN4NP, OTHER, RECTANGLE, false, true, , Samsung
AA_PBZNC6P, UNKNOWN, CUSTOM, false, true, , Samsung
AA_PL0TC6A, CUSTOM, CUSTOM, false, true, , Samsung
AA_PL0TC6L_E, CUSTOM, CUSTOM, false, true, , Samsung
AA_PL1VC6B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PL2VC6W_B, UNKNOWN, UNKNOWN, false, false, , 
AA_PL3VC6W, UNKNOWN, RECTANGLE, false, true, 52.1 x 20.2 x 2.0, Samsung
AA_PL9NC2B, PIN_12, RECTANGLE, false, true, , Samsung
AA_PLAN6AB, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PLAN6AR, UNKNOWN, CUSTOM, false, true, , Samsung
AA_PLPN4AN, UNKNOWN, CUSTOM, false, true, , Samsung
AA_PLPN6AN, UNKNOWN, CUSTOM, false, true, , Samsung
AA_PLPN6BL, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PLPN6LW, CUSTOM, RECTANGLE, false, true, 51.5 x 22.9 x 5.0, Samsung
AA_PLVN2TP, OTHER, RECTANGLE, false, true, , Samsung
AA_PLVN4AR, CUSTOM, RECTANGLE, false, false, , 
AA_PLVN4CR, OTHER, RECTANGLE, false, false, , 
AA_PLVN8NP, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PLXN2AR, PIN_9, RECTANGLE, false, true, , Samsung
AA_PLXN4AR, CUSTOM, UNKNOWN, false, false, , 
AA_PLYN8AB, UNKNOWN, CUSTOM, false, true, , Samsung
AA_PLZN2TP, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PLZN4NP, OTHER, CUSTOM, false, true, , Samsung
AA_PN2VC6B, UNKNOWN, UNKNOWN, false, true, , Samsung
AA_PN3NC6F, UNKNOWN, UNKNOWN, false, true, , Samsung
AB06XL, CUSTOM, CUSTOM, false, false, , 
AC100, UNKNOWN, UNKNOWN, false, true, , Toshiba
AC13C34, CUSTOM, CUSTOM, false, true, , Acer
AC14A8L, UNKNOWN, UNKNOWN, false, true, , Acer
AC14B13J, CUSTOM, CUSTOM, false, true, , Acer
AC14B17J, UNKNOWN, UNKNOWN, false, true, , Acer
AC14B18J, CUSTOM, CUSTOM, false, true, , Acer
AC14B3K, UNKNOWN, UNKNOWN, false, true, , Acer
AC14B3K_AC14B3K, UNKNOWN, UNKNOWN, false, false, , 
AC14B7K, CUSTOM, CUSTOM, false, true, , Acer
AC14B8K, CUSTOM, CUSTOM, false, true, , Acer
AC15A3J, UNKNOWN, UNKNOWN, false, true, , Acer
AC16A8N, UNKNOWN, UNKNOWN, false, true, , Acer
AC16B7K, UNKNOWN, UNKNOWN, false, true, , Acer
AC17B8K, UNKNOWN, UNKNOWN, false, true, , Acer
AC700_CHROMEBOOK_SERIES, CUSTOM, CUSTOM, false, true, , Acer
AC7260, UNKNOWN, UNKNOWN, false, true, , Msi
ACC480, UNKNOWN, UNKNOWN, false, true, , Accutech
AD024, CUSTOM, CUSTOM, false, false, , 
AD03XL, UNKNOWN, UNKNOWN, false, true, , Hp
ADAMO, UNKNOWN, UNKNOWN, false, false, , 
ADAMO_13, UNKNOWN, UNKNOWN, false, true, , Dell
AE3647830, UNKNOWN, UNKNOWN, false, true, , Ldlc
AE657476P8HS, UNKNOWN, UNKNOWN, false, true, , Livefan
AEROBOOK_PLUS, UNKNOWN, UNKNOWN, false, true, , Chuwi
AEROBOOK_PRO, UNKNOWN, UNKNOWN, false, true, , Chuwi
AERO_14_K7, CUSTOM, CUSTOM, false, true, , Gateway
AFTERSHOCK_M15_LITE, UNKNOWN, UNKNOWN, false, false, , 
AH04041XL_PL, UNKNOWN, UNKNOWN, false, true, , Hp
AHA42235003, CUSTOM, CUSTOM, false, true, , Hp
AHA42236000, CUSTOM, CUSTOM, false, true, , Vizio
AHA63226064, UNKNOWN, UNKNOWN, false, true, , Gateway
AHA63226064_AHA63226064_AHA63226064, UNKNOWN, UNKNOWN, false, false, , 
AI06XL, UNKNOWN, UNKNOWN, false, true, , Hp
AIO_PCG_SRX3_BD, UNKNOWN, UNKNOWN, false, true, , Sony
AIRBOOK, UNKNOWN, UNKNOWN, false, true, , Tongfang
AIR_12_5, CUSTOM, CUSTOM, false, true, , Other
AIR_3_2019, UNKNOWN, UNKNOWN, false, false, , 
AJ02XL, UNKNOWN, UNKNOWN, false, false, , 
AK_004BT, UNKNOWN, UNKNOWN, false, false, , 
AK_006BT, CUSTOM, CUSTOM, false, false, 54.0 x 20.2 x 3.0, 
AK_006BT_020, CUSTOM, CUSTOM, false, false, , 
AK_006BT_076, UNKNOWN, UNKNOWN, false, true, , Acer
AK_006BT_099, UNKNOWN, RECTANGLE, false, true, 54.0 x 20.2 x 3.0, Acer
AL1, UNKNOWN, UNKNOWN, false, false, , 
AL10A31, UNKNOWN, UNKNOWN, false, true, , Acer
AL10B31, UNKNOWN, UNKNOWN, false, true, , Acer
AL10BW, CUSTOM, CUSTOM, false, true, , Acer
AL10E31, CUSTOM, CUSTOM, false, true, , Acer
AL10G31, UNKNOWN, UNKNOWN, false, true, , Acer
AL12A32, CUSTOM, CUSTOM, false, false, , 
AL12A72, UNKNOWN, UNKNOWN, false, false, , 
AL12B32, UNKNOWN, UNKNOWN, false, false, , 
AL12X32, UNKNOWN, UNKNOWN, false, true, , Acer
AL12X32_AL12X32, UNKNOWN, UNKNOWN, false, false, , 
AL13C32, UNKNOWN, UNKNOWN, false, true, , Acer
AL14A32, UNKNOWN, UNKNOWN, false, true, , Acer
AL15A32, UNKNOWN, RECTANGLE, false, true, , Acer
AL15B32, CUSTOM, CUSTOM, false, true, , Acer
AL1_003136, UNKNOWN, UNKNOWN, false, false, , 
AL1_003136_001, UNKNOWN, UNKNOWN, false, true, , Nec
AL22, UNKNOWN, UNKNOWN, false, false, , 
AL22_703, UNKNOWN, UNKNOWN, false, true, , Asus
AL23901H, CUSTOM, CUSTOM, false, true, , Asus
ALB_R24_SERIES, UNKNOWN, UNKNOWN, false, true, , Msi
ALW14D_138, CUSTOM, CUSTOM, false, true, , Dell
AM06095XL, UNKNOWN, UNKNOWN, false, false, , 
AM06XL, UNKNOWN, UNKNOWN, false, true, , Hp
AMV97V_JS, UNKNOWN, UNKNOWN, false, true, , Panasonic
AO02XL, UNKNOWN, CUSTOM, false, false, , 
AO1_131, UNKNOWN, UNKNOWN, false, false, , 
AO1_431, UNKNOWN, UNKNOWN, false, true, , Acer
AO532H, CUSTOM, CUSTOM, false, false, , 
AORUS, UNKNOWN, UNKNOWN, false, false, , 
AORUS_X3, PIN_9, RECTANGLE, false, true, , Gigabyte
AORUS_X3_PLUS_V3, PIN_9, RECTANGLE, false, false, , 
AORUS_X7, PIN_9, RECTANGLE, false, false, , 
AORUS_X7_V2, PIN_9, RECTANGLE, false, false, , 
AP11A8F, UNKNOWN, UNKNOWN, false, true, , Acer
AP11B3F, UNKNOWN, RECTANGLE, false, true, , Acer
AP11C8F, UNKNOWN, UNKNOWN, false, true, , Acer
AP11D3F, UNKNOWN, UNKNOWN, false, true, , Acer
AP11D4F, UNKNOWN, UNKNOWN, false, true, , Acer
AP12A3I, UNKNOWN, UNKNOWN, false, true, , Acer
AP12A3L, UNKNOWN, UNKNOWN, false, true, , Acer
AP12A3L_AP12A3L, UNKNOWN, UNKNOWN, false, false, , 
AP12A4I, UNKNOWN, UNKNOWN, false, true, , Acer
AP12E3K, CUSTOM, CUSTOM, false, true, , Acer
AP12F3J, UNKNOWN, UNKNOWN, false, true, , Acer
AP12F9J, OTHER, UNKNOWN, false, true, , Acer
AP13B3K, UNKNOWN, UNKNOWN, false, true, , Acer
AP13D3K, UNKNOWN, UNKNOWN, false, false, , 
AP13J3K, UNKNOWN, UNKNOWN, false, true, , Acer
AP13J4K, UNKNOWN, UNKNOWN, false, true, , Acer
AP13J7K, UNKNOWN, UNKNOWN, false, true, , Acer
AP13P8J, UNKNOWN, UNKNOWN, false, true, , Acer
AP14A4M, CUSTOM, CUSTOM, false, false, , 
AP14A8M, CUSTOM, CUSTOM, false, true, , Acer
AP14C8S, UNKNOWN, UNKNOWN, false, true, , Acer
AP14D8J, UNKNOWN, UNKNOWN, false, true, , Acer
AP14E4K, UNKNOWN, UNKNOWN, false, true, , Acer
AP14E8K, UNKNOWN, UNKNOWN, false, true, , Acer
AP1503K, UNKNOWN, UNKNOWN, false, true, , Acer
AP1505L, UNKNOWN, UNKNOWN, false, false, , 
AP15A3R, UNKNOWN, UNKNOWN, false, true, , Acer
AP15A8R, UNKNOWN, UNKNOWN, false, false, , 
AP15H8I, CUSTOM, CUSTOM, false, true, , Acer
AP15O5L, UNKNOWN, UNKNOWN, false, true, , Acer
AP16A4K, UNKNOWN, UNKNOWN, false, true, , Acer
AP16B4J, CUSTOM, CUSTOM, false, true, , Acer
AP16C46, UNKNOWN, UNKNOWN, false, true, , Acer
AP16C56, UNKNOWN, UNKNOWN, false, true, , Acer
AP16K4J, PIN_8, RECTANGLE, false, true, , Acer
AP16K5J, PIN_8, RECTANGLE, false, true, , Acer
AP16L5J, UNKNOWN, UNKNOWN, false, true, , Acer
AP16L8J, UNKNOWN, UNKNOWN, false, true, , Acer
AP16M4J, PIN_8, RECTANGLE, false, true, , Acer
AP16M5J, PIN_8, RECTANGLE, false, false, , 
AP17A7J, UNKNOWN, UNKNOWN, false, true, , Acer
AP17C5P, UNKNOWN, UNKNOWN, false, true, , Acer
AP18B18J, UNKNOWN, UNKNOWN, false, true, , Acer
AP18B8J, UNKNOWN, UNKNOWN, false, true, , Acer
AP18C4K, UNKNOWN, UNKNOWN, false, true, , Acer
AP18D7J, UNKNOWN, UNKNOWN, false, true, , Acer
AP18F4M, CUSTOM, RECTANGLE, false, true, , Acer
AP18JHQ, UNKNOWN, UNKNOWN, false, true, , Acer
AP18K4K, UNKNOWN, UNKNOWN, false, true, , Acer
AP18L4K, UNKNOWN, UNKNOWN, false, true, , Acer
AP21_T91, CUSTOM, UNKNOWN, false, true, , Asus
AP23, CUSTOM, FAT, false, false, , 
AP23_901, CUSTOM, CUSTOM, false, true, , Asus
AP23_901_AP23_901_AP23_901_AP23_901_AP23_901_AP23_901_AP23_901_AP23_901_AP23, UNKNOWN, UNKNOWN, false, false, , 
AP31_1008HA, UNKNOWN, UNKNOWN, false, true, , Asus
AP31_H53, UNKNOWN, UNKNOWN, false, true, , Asus
APB8C, UNKNOWN, UNKNOWN, false, true, , Lg
APPLE_020_6547_A, UNKNOWN, UNKNOWN, false, true, , Macbook
AP_BAT01_022_01, UNKNOWN, UNKNOWN, false, true, , Ibm
AP_BR_BATT, UNKNOWN, UNKNOWN, false, true, , Dell
AQT80, UNKNOWN, UNKNOWN, false, true, , Other
AR08, UNKNOWN, UNKNOWN, false, false, , 
AS03XL, UNKNOWN, UNKNOWN, false, false, , 
AS07A31, UNKNOWN, UNKNOWN, false, true, , Acer
AS07A41, UNKNOWN, UNKNOWN, false, true, , Acer
AS07A51, UNKNOWN, UNKNOWN, false, true, , Acer
AS07A71, UNKNOWN, UNKNOWN, false, true, , Acer
AS07B31, UNKNOWN, UNKNOWN, false, true, , Acer
AS07B31_AS07B31_AS07B31_AS07B31_AS07B31, UNKNOWN, UNKNOWN, false, false, , 
AS07B32, UNKNOWN, UNKNOWN, false, true, , Acer
AS07B41, UNKNOWN, UNKNOWN, false, false, , 
AS07B51, UNKNOWN, UNKNOWN, false, true, , Acer
AS07B71, UNKNOWN, UNKNOWN, false, true, , Acer
AS09A31, CUSTOM, CUSTOM, false, true, , Acer
AS09A73, UNKNOWN, UNKNOWN, false, true, , Acer
AS09A73_AS09A73_AS09A73_AS09A73_AS09A73, UNKNOWN, UNKNOWN, false, false, , 
AS09C31, CUSTOM, CUSTOM, false, true, , Gateway
AS09C70, UNKNOWN, UNKNOWN, false, true, , Gateway
AS09D31, UNKNOWN, RECTANGLE, false, false, , 
AS09D36, UNKNOWN, UNKNOWN, false, true, , Acer
AS09D56, UNKNOWN, UNKNOWN, false, true, , Acer
AS09D70, UNKNOWN, RECTANGLE, false, true, 43.3 x 20.9 x 8.0, Acer
AS09D70_AS09D70_AS09D70, UNKNOWN, RECTANGLE, false, false, 43.3 x 20.9 x 8.0, 
AS09G36, UNKNOWN, UNKNOWN, false, true, , Acer
AS10B31, CUSTOM, CUSTOM, false, false, , 
AS10B3E, CUSTOM, CUSTOM, false, true, , Acer
AS10B5E, CUSTOM, CUSTOM, false, false, , 
AS10B73, CUSTOM, CUSTOM, false, true, , Acer
AS10B73_AS10B73_AS10B73_AS10B73, UNKNOWN, UNKNOWN, false, false, , 
AS10D31, UNKNOWN, UNKNOWN, false, true, , Acer
AS10D3E, UNKNOWN, UNKNOWN, false, true, , Acer
AS10D41, UNKNOWN, UNKNOWN, false, true, , Acer
AS10D51, UNKNOWN, UNKNOWN, false, false, , 
AS10D61, UNKNOWN, UNKNOWN, false, false, , 
AS10D71, UNKNOWN, UNKNOWN, false, false, , 
AS10D75, UNKNOWN, UNKNOWN, false, true, , Acer
AS10D81, UNKNOWN, UNKNOWN, false, true, , Acer
AS10F7E, UNKNOWN, UNKNOWN, false, true, , Acer
AS11A3E, UNKNOWN, SQUARE, false, true, , Acer
AS11A5E, UNKNOWN, SQUARE, false, false, , 
AS11B5E, UNKNOWN, UNKNOWN, false, true, , Acer
AS1420P_232G16N, UNKNOWN, UNKNOWN, false, false, , 
AS15B3N, CUSTOM, CUSTOM, false, true, , Acer
AS16A5K, UNKNOWN, RECTANGLE, false, true, , Acer
AS16B5J, UNKNOWN, SQUARE, false, true, , Acer
AS400_SERVERAID, UNKNOWN, UNKNOWN, false, true, , Ibm
ASCENTIA_A40, UNKNOWN, UNKNOWN, false, true, , Clevo
ASM_08K8199, UNKNOWN, UNKNOWN, false, true, , Ibm
ASM_08K8199_ASM_08K8199, UNKNOWN, UNKNOWN, false, false, , 
ASM_42T4523, UNKNOWN, UNKNOWN, false, false, , 
ASM_42T4539, CUSTOM, CUSTOM, false, true, 53.0 x 20.0 x 5.0, Lenovo
ASM_42T4711, UNKNOWN, UNKNOWN, false, false, , 
ASM_42T4711_ASM_42T4711_ASM_42T4711, UNKNOWN, UNKNOWN, false, false, , 
ASM_42T4754, UNKNOWN, RECTANGLE, false, true, 51.0 x 20.0 x 5.0, Lenovo
ASM_42T4928, UNKNOWN, UNKNOWN, false, false, , 
ASM_42T4958, CUSTOM, CUSTOM, false, true, , Lenovo
ASM_45N1182, UNKNOWN, UNKNOWN, false, false, , 
ASM_92P1164, UNKNOWN, RECTANGLE, false, true, 61.3 x 21.3 x 9.0, Lenovo
ASM_92P1170, UNKNOWN, RECTANGLE, false, true, 61.3 x 21.3 x 9.0, Ibm
ASM_92P1170_ASM_92P1170, UNKNOWN, RECTANGLE, false, false, 61.3 x 21.3 x 9.0, 
ASM_L08M6D23, UNKNOWN, UNKNOWN, false, false, , 
ASM_P_N_42T4952, CUSTOM, CUSTOM, false, true, , Lenovo
ASM_P_N_SB10F46447, CUSTOM, CUSTOM, false, true, , Lenovo
ASO9A75, UNKNOWN, UNKNOWN, false, true, , Acer
ASO9A75_ASO9A75_ASO9A75, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_1420P, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_1820P, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_1825PT, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_2000_SERIES, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_2420_SERIES, UNKNOWN, RECTANGLE, false, false, , 
ASPIRE_2930, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_3100_SERIES, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_3810T, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_3820T, UNKNOWN, RECTANGLE, false, true, 47.4 x 24.0 x 2.0, Acer
ASPIRE_4230, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_4250, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_4520, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_4710, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_4720, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_4730, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_4738, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_4745G, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_4820T, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_4920, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_5220, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_5250, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_5335, CUSTOM, CUSTOM, false, true, 52.4 x 19.9 x 1.0, Acer
ASPIRE_5710, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_5733, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_5741, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_5745, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_5750, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_5820TG, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_5951G, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_6920, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_7220, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_7250, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_7251, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_8920, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_8951G, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_9010_SERIES, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_AS381TZG, UNKNOWN, UNKNOWN, false, true, , Acer
ASPIRE_E14, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_E14_E5_475G, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_E15, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_E15_E5_575, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_E15_E5_575G, UNKNOWN, SQUARE, false, true, , Acer
ASPIRE_E1_410G, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_E1_422, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_E1_472, CUSTOM, CUSTOM, false, true, , Acer
ASPIRE_E1_522, CUSTOM, CUSTOM, false, true, 28.9 x 18.7 x 8.0, Acer
ASPIRE_E1_570, UNKNOWN, UNKNOWN, false, false, , 
ASPIRE_E1_572, CUSTOM, CUSTOM, false, true, , Acer
